Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3781363,,0,581.04,2,5.06,(S)-26,COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)ncn2)cc1,Ki,'=',6.7,nM,8.17,,,UO_0000065,14.07,0.27,3.11,5.97,FALSE,CHEMBL3784478,Competitive inhibition of human coagulation factor 11a assessed as reduction in release of p-nitroaniline after 10 to 120 mins by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3779805,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,
CHEMBL3752830,,0,559.03,1,4.35,19,CCCc1ccc(C[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)C(=O)Nc2ccc(C(=O)O)cc2)cc1,Ki,'=',7.1,nM,8.15,,,UO_0000065,14.58,0.28,3.8,5.86,FALSE,CHEMBL3756134,Inhibition of human coagulation factor 11a assessed as substrate hydrolysis to p-nitroaniline incubated for 10 to 120 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3751839,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3752047,,0,658.12,1,3.17,21,CN1CCN(C(=O)Nc2ccc(C[C@H](NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)C(=O)Nc3ccc(C(=O)O)cc3)cc2)CC1,Ki,'=',2,nM,8.7,,,UO_0000065,13.22,0.25,5.53,4.98,FALSE,CHEMBL3756134,Inhibition of human coagulation factor 11a assessed as substrate hydrolysis to p-nitroaniline incubated for 10 to 120 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3751839,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3752071,,0,542.99,1,2.2,25,O=C(N[C@@H](Cc1ccccc1)C(=O)NCCc1cc(Cl)ccc1-n1cnnn1)c1ccc(-c2nnn[nH]2)cc1,Ki,'=',1656,nM,5.78,,,UO_0000065,10.65,0.2,3.58,3.7,FALSE,CHEMBL3756134,Inhibition of human coagulation factor 11a assessed as substrate hydrolysis to p-nitroaniline incubated for 10 to 120 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3751839,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL4550408,,0,652.46,2,7.88,21,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cc(Cl)ccc3C(F)(F)F)OC1=O)c1nc-2c(Cl)[nH]1,Ki,'=',1.8,nM,8.74,,,UO_0000065,13.4,0.27,0.86,6.96,FALSE,CHEMBL4400097,Inhibition of activated human coagulation factor 11 using pyroGlu-Pro-Arg-pNA as substrate incubated for 10 to 120 mins by spectrofluorometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4467360,,0,620.44,2,7.14,22,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1nc-2c(Cl)[nH]1,Ki,'=',0.95,nM,9.02,,,UO_0000065,14.54,0.29,1.88,7.18,FALSE,CHEMBL4400097,Inhibition of activated human coagulation factor 11 using pyroGlu-Pro-Arg-pNA as substrate incubated for 10 to 120 mins by spectrofluorometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL3699190,,0,633.11,1,4.44,BDBM142887,COC(=O)Nc1ccc2c(c1)NCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(C(=O)N(C)C)[nH]1,Ki,'=',19,nM,7.72,,279194,UO_0000065,12.2,0.23,3.28,4.49,FALSE,CHEMBL3706025,"In Vitro Assay: The effectiveness of compounds of the present invention as inhibitors of the coagulation Factors XIa, VIIa, IXa, Xa, XIIa, plasma kallikrein or thrombin, can be determined using a relevant purified serine protease, respectively, and an appropriate synthetic substrate. The rate of hydrolysis of the chromogenic or fluorogenic substrate by the relevant serine protease was measured both in the absence and presence of compounds of the present invention. Hydrolysis of the substrate resulted in the release of pNA (para nitroaniline), which was monitored spectrophotometrically by measuring the increase in absorbance at 405 nm, or the release of AMC (amino methylcoumarin), which was monitored spectrofluorometrically by measuring the increase in emission at 460 nm with excitation at 380 nm. A decrease in the rate of absorbance or fluorescence change in the presence of inhibitor is indicative of enzyme inhibition. Such methods are known to one skilled in the art.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3638593,37,BindingDB Database,,2015,None,
CHEMBL3580759,,0,663.53,1,2.94,13,CN1CCN(C(=O)C[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)CC1,Ki,'=',0.04,nM,10.4,,,UO_0000065,15.67,0.31,7.46,5.84,FALSE,CHEMBL3584521,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3580601,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3580757,,0,653.53,1,3.57,11,COC(=O)Nc1ccc(-c2nc([C@H](CC(=O)N3CCN(C)CC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,Ki,'=',0.4,nM,9.4,,,UO_0000065,14.38,0.29,5.83,5.76,FALSE,CHEMBL3584521,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3580601,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL4439549,,0,457.68,1,6.99,6k,CCOC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C/C(=N\OCc4ccsc4)[C@@](C)(CC[C@@H]21)C3,Ki,'=',1697,nM,5.77,,,UO_0000065,12.61,0.25,-1.22,12.05,FALSE,CHEMBL4314198,Inhibition of human activated Factor XI using S-2366 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4311982,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3355677,,0,574.6,0,3.87,11r,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3cccc(CC(=O)O)c3)c[nH]2)CC1.O=C(O)C(F)(F)F,Ki,'=',275,nM,6.56,,,UO_0000065,14.24,0.26,2.69,5.42,FALSE,CHEMBL3377177,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometrically,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3351269,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL4638837,,0,599.03,2,7.24,5b,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1cncc-2c1,Ki,'=',1.8,nM,8.74,,,UO_0000065,14.6,0.28,1.5,7.96,FALSE,CHEMBL4618265,Inhibition of human factor11a using pyro-Glu-Pro-Arg-pNA(para-nitroaniline) substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4616668,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL3115901,,0,522.65,2,1.91,37,N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccc(N)cc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,Ki,'=',300,nM,6.52,,,UO_0000065,12.48,0.23,4.61,3.56,FALSE,CHEMBL3119261,Competitive inhibition of human coagulation factor 11a using S-2366 as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3112440,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL506769,,0,579.7,2,0.39,12e,CSCC[C@H](NC(=O)[C@@H](NS(=O)(=O)Cc1cccc(C(=O)O)c1)[C@@H](C)O)C(=O)NCc1ccc(C(=N)N)cc1,Ki,'=',323,nM,6.49,,,UO_0000065,11.2,0.23,6.1,3.07,FALSE,CHEMBL1005617,Inhibition of human factor 11a,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL1156606,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL3355676,,0,559.59,0,3.34,11q,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3cccc(C(N)=O)c3)c[nH]2)CC1.O=C(O)C(F)(F)F,Ki,'=',1100,nM,5.96,,,UO_0000065,13.37,0.25,2.62,4.7,FALSE,CHEMBL3377177,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometrically,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3351269,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3352850,,0,595.64,0,2.89,11g,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(S(N)(=O)=O)cc3)c[nH]2)CC1.O=C(O)C(F)(F)F,Ki,'=',1340,nM,5.87,,,UO_0000065,12.19,0.24,2.98,4.08,FALSE,CHEMBL3377177,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometrically,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3351269,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3393384,,0,467.62,0,4.98,(R)-22,NC[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)c2cccc(-c3ccc4c(N)n[nH]c4c3)c2)CC1,Ki,'=',6160,nM,5.21,,,UO_0000065,11.14,0.2,0.23,4.74,FALSE,CHEMBL3395462,Inhibition of human coagulation factor 11a after 10 to 120 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3393047,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3393376,,0,428.58,0,4.5,()-16,NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccccc3)cc(N)n2)CC1,Ki,'=',227,nM,6.64,,,UO_0000065,15.5,0.28,2.14,7.07,FALSE,CHEMBL3395462,Inhibition of human coagulation factor 11a after 10 to 120 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3393047,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3809472,,0,467.53,0,4.39,4,Nc1nccc2cc(NC3C(=O)NCc4cccc(c4)NC(=O)OCCc4ccc3cc4)ccc12,Ki,'=',5700,nM,5.24,,,UO_0000065,11.22,0.2,0.85,4.43,FALSE,CHEMBL3811620,Inhibition of purified human factor 11a after 30 to 60 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3808300,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3754487,,0,556.97,1,3.04,17,O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2n[nH]c(=O)o2)cc1,Ki,'=',5.8,nM,8.24,,,UO_0000065,14.79,0.28,5.2,5.13,FALSE,CHEMBL3756134,Inhibition of human coagulation factor 11a assessed as substrate hydrolysis to p-nitroaniline incubated for 10 to 120 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3751839,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3752147,,0,497.95,0,3.57,9,N#Cc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,Ki,'=',47,nM,7.33,,,UO_0000065,14.72,0.28,3.76,5.83,FALSE,CHEMBL3756134,Inhibition of human coagulation factor 11a assessed as substrate hydrolysis to p-nitroaniline incubated for 10 to 120 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3751839,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL4515523,,0,550.02,2,6.21,10,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cccc(Cl)c3)OC1=O)c1nc-2c[nH]1,Ki,'=',17,nM,7.77,,,UO_0000065,14.13,0.27,1.56,6.18,FALSE,CHEMBL4400097,Inhibition of activated human coagulation factor 11 using pyroGlu-Pro-Arg-pNA as substrate incubated for 10 to 120 mins by spectrofluorometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL3393379,,0,443.59,0,4.92,()-19,COc1cc(-c2ccccc2)cc(C(Cc2ccccc2)NC(=O)[C@H]2CC[C@H](CN)CC2)n1,Ki,'=',949,nM,6.02,,,UO_0000065,13.58,0.25,1.1,7.8,FALSE,CHEMBL3395462,Inhibition of human coagulation factor 11a after 10 to 120 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3393047,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3393371,,0,414.55,0,4.31,()-11,NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccccc3)ncn2)CC1,Ki,'=',331,nM,6.48,,,UO_0000065,15.63,0.29,2.17,8.01,FALSE,CHEMBL3395462,Inhibition of human coagulation factor 11a after 10 to 120 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3393047,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3393366,,0,413.57,0,4.91,()-6,NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2ccnc(-c3ccccc3)c2)CC1,Ki,'=',433,nM,6.36,,,UO_0000065,15.39,0.28,1.45,9.36,FALSE,CHEMBL3395462,Inhibition of human coagulation factor 11a after 10 to 120 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3393047,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL4476061,,0,705.07,2,6.13,14,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3F)c1)c1cc-2ccn1.O=C(O)C(F)(F)F,Ki,'=',5.5,nM,8.26,,,UO_0000065,13.97,0.27,2.13,6.49,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL3660180,,0,710.95,2,2.51,BDBM108104,CN(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,Ki,'=',1500,nM,5.82,,228255,UO_0000065,8.19,0.16,3.31,3.07,FALSE,CHEMBL3705559,"Inhibition Assay: Inhibition of human FXIa was determined by the method described in [0092]-[0098] using activated human Factor XI from Enzyme Research Laboratories at 96 ng/mL and H-D-Lys(Cbo)-Pro-Arg-pNA (Pefachrome PCa) at 5 mM, 4 mM, and 2 mM as substrate; results are reported as Ki values (nanomolar).",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3639037,37,BindingDB Database,,2013,None,
CHEMBL4060887,,0,529.94,1,3.19,8,O=C(O)c1ccc(NC(=O)C2c3cnccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,Ki,'=',160,nM,6.8,,,UO_0000065,12.82,0.24,3.61,4.75,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3660179,,0,633.82,2,2.37,BDBM47178,N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@@H](CCc2ccncc2)NS(=O)(=O)Cc2ccccc2)cc1,Ki,'=',500,nM,6.3,,228254,UO_0000065,9.94,0.19,3.93,3.52,FALSE,CHEMBL3705559,"Inhibition Assay: Inhibition of human FXIa was determined by the method described in [0092]-[0098] using activated human Factor XI from Enzyme Research Laboratories at 96 ng/mL and H-D-Lys(Cbo)-Pro-Arg-pNA (Pefachrome PCa) at 5 mM, 4 mM, and 2 mM as substrate; results are reported as Ki values (nanomolar).",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3639037,37,BindingDB Database,,2013,None,
CHEMBL3699233,,0,488.94,0,3.5,BDBM142931,O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1C/C=C/CCOc2ccccc2-n2cnc1n2,Ki,'=',2983,nM,5.53,,279207,UO_0000065,11.3,0.22,2.03,4.91,FALSE,CHEMBL3706025,"In Vitro Assay: The effectiveness of compounds of the present invention as inhibitors of the coagulation Factors XIa, VIIa, IXa, Xa, XIIa, plasma kallikrein or thrombin, can be determined using a relevant purified serine protease, respectively, and an appropriate synthetic substrate. The rate of hydrolysis of the chromogenic or fluorogenic substrate by the relevant serine protease was measured both in the absence and presence of compounds of the present invention. Hydrolysis of the substrate resulted in the release of pNA (para nitroaniline), which was monitored spectrophotometrically by measuring the increase in absorbance at 405 nm, or the release of AMC (amino methylcoumarin), which was monitored spectrofluorometrically by measuring the increase in emission at 460 nm with excitation at 380 nm. A decrease in the rate of absorbance or fluorescence change in the presence of inhibitor is indicative of enzyme inhibition. Such methods are known to one skilled in the art.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3638593,37,BindingDB Database,,2015,None,
CHEMBL3355672,,0,573.62,0,3.6,11m,CNC(=O)c1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)n2)cc1.O=C(O)C(F)(F)F,Ki,'=',350,nM,6.46,,,UO_0000065,14.05,0.26,2.86,5.72,FALSE,CHEMBL3377177,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometrically,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3351269,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3398644,,0,585.46,1,4.93,34,Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)/C=C/c4cc(Cl)ccc4-n4cnnn4)[nH]c3Cl)ccc12,Ki,'=',1.2,nM,8.92,,,UO_0000065,15.24,0.3,3.99,5.72,FALSE,CHEMBL3399896,Inhibition of human coagulation factor 11a at 25 degC,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3396988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3398625,,0,504.95,2,5.05,15,COc1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)c(F)c1,Ki,'=',280,nM,6.55,,,UO_0000065,12.98,0.25,1.5,5.38,FALSE,CHEMBL3399896,Inhibition of human coagulation factor 11a at 25 degC,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3396988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3781468,,0,479.63,1,5.04,()-7,NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)nccc4c3)ccn2)CC1,Ki,'=',144,nM,6.84,,,UO_0000065,14.26,0.26,1.8,6.4,FALSE,CHEMBL3784478,Competitive inhibition of human coagulation factor 11a assessed as reduction in release of p-nitroaniline after 10 to 120 mins by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3779805,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,
CHEMBL3977935,,0,435.52,0,3.21,BDBM238223,NC[C@H]1CC[C@H](C(=O)N2CCc3ccccc3[C@H]2C(=O)Nc2ccc(C(=O)O)cc2)CC1,Ki,'=',84.61,nM,7.07,,415446,UO_0000065,16.24,0.3,3.86,6.27,FALSE,CHEMBL3888764,"In Vitro Assay: Factor XIa determinations were made in 50 mM HEPES buffer at pH 7.4 containing 145 mM NaCl, 5 mM KCl, and 0.1% PEG 8000 (polyethylene glycol; JT Baker or Fisher Scientific). Determinations were made using purified human Factor XIa at a final concentration of 75-200 pM (Haematologic Technologies) and the synthetic substrate S-2366 (pyroGlu-Pro-Arg-pNA; CHROMOGENIX® or AnaSpec) at a concentration of 0.0002-0.001 M.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3886827,37,BindingDB Database,,2016,None,
CHEMBL4441354,,0,617.5,2,5.99,2,COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)N(C)C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,Ki,'=',189,nM,6.72,,,UO_0000065,10.89,0.21,0.73,5.14,FALSE,CHEMBL4400096,Inhibition of activated coagulation factor 11 (unknown origin) assessed as inhibitory constant,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4544010,,0,564.47,2,7,7,COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)N3CCC(c4cccc(Cl)c4)NC3=O)[nH]c2Cl)cc1,Ki,'=',175,nM,6.76,,,UO_0000065,11.97,0.24,-0.24,6.8,FALSE,CHEMBL4400096,Inhibition of activated coagulation factor 11 (unknown origin) assessed as inhibitory constant,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4452300,,0,585.01,2,6.06,15,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CCC(c3c(F)ccc(Cl)c3F)NC1=O)c1nc-2c[nH]1,Ki,'=',1.8,nM,8.74,,,UO_0000065,14.95,0.29,2.68,6.81,FALSE,CHEMBL4400097,Inhibition of activated human coagulation factor 11 using pyroGlu-Pro-Arg-pNA as substrate incubated for 10 to 120 mins by spectrofluorometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL4475559,,0,602.45,2,7,20,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cc(Cl)ccc3F)OC1=O)c1nc-2c(Cl)[nH]1,Ki,'=',2.1,nM,8.68,,,UO_0000065,14.4,0.29,1.68,6.91,FALSE,CHEMBL4400097,Inhibition of activated human coagulation factor 11 using pyroGlu-Pro-Arg-pNA as substrate incubated for 10 to 120 mins by spectrofluorometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4396948,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
